Sales,CO2_Emissions,Tesla_Open,Tesla_High,Tesla_Low,Tesla_Close,Tesla_Adj_Close,Tesla_Volume,GDP Deflator,Coal,Distillate,Residual,Kerosene,Propane,Natural Gas,Electricity,Wood,Motor Gasoline,Jet Fuel,Chip_Cost,Electricity_Price
35526.0,5449.900033,1.615999857142857,1.6404762857142856,1.5794285714285716,1.6189524285714287,1.6189524285714287,17116928.57142857,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,61.9,0.125
35526.0,,1.5596843157894738,1.5924561052631578,1.5219999473684211,1.5555789473684212,1.5555789473684212,23134342.10526316,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,62.2,0.125
35526.0,,1.5760578695652172,1.604637739130435,1.548695652173913,1.5805797826086958,1.5805797826086958,21236934.782608695,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,62.1,0.127
35526.0,,1.7526333,1.78156675,1.7092999,1.74439995,1.74439995,22421175.0,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,62.0,0.127
35526.0,,1.8423490952380954,1.8746983809523807,1.7946984761904763,1.8408571904761903,1.8408571904761903,21677714.285714287,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,62.0,0.129
35526.0,,1.8719697727272726,1.9128788181818182,1.8280303181818183,1.8589393181818181,1.8589393181818181,27086795.454545453,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,62.1,0.134
35526.0,,1.89843335,1.9325332499999999,1.86596665,1.8942667499999999,1.8942667499999999,15826575.0,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,61.8,0.135
35526.0,,1.6664637826086959,1.7089565652173915,1.609333391304348,1.6546376956521738,1.6546376956521738,17749369.56521739,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,61.6,0.135
35526.0,,1.6423173809523808,1.6809206666666667,1.5973650952380951,1.6406348571428573,1.6406348571428573,12872500.0,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,60.9,0.135
35526.0,,1.8126031904761906,1.860857142857143,1.7767936666666666,1.8332380000000001,1.8332380000000001,15473285.714285715,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,61.1,0.13
35526.0,,2.11939680952381,2.176127,2.0757143333333334,2.138666761904762,2.138666761904762,18462000.0,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,60.7,0.128
35526.0,,2.0015555714285713,2.038254,1.9586666666666666,1.998666619047619,1.998666619047619,15091785.714285715,0.830126487,5.78,24.75,17.41,28.13,26.9,9.08,46.33,,,,60.2,0.127
106342.0,5229.594013,1.8503999,1.8847,1.7973,1.8326665500000001,1.8326665500000001,19207425.0,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.7,0.128
106342.0,,2.1676333,2.21390005,2.12116655,2.1841333,2.1841333,17395200.0,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.8,0.128
106342.0,,2.3423333181818182,2.3856060454545456,2.305485,2.3493939090909093,2.3493939090909093,15111477.272727273,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.7,0.127
106342.0,,2.24333325,2.2755667500000003,2.1985333999999996,2.2329999999999997,2.2329999999999997,17064675.0,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.8,0.127
106342.0,,2.070666727272727,2.114333318181818,2.0093333636363635,2.0515757727272725,2.0515757727272725,23308159.09090909,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,60.0,0.129
106342.0,,2.0471111904761905,2.0924761904761904,1.9939048571428573,2.0415555714285714,2.0415555714285714,18662214.285714287,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.7,0.135
106342.0,,2.0789841428571427,2.127238095238095,2.0263809523809524,2.0694601904761902,2.0694601904761902,23245285.714285713,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.6,0.133
106342.0,,1.9388404782608695,1.9768696086956523,1.8976232608695651,1.9363189130434781,1.9363189130434781,15966586.956521738,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.4,0.133
106342.0,,1.9512631578947368,1.9963157894736843,1.9182806842105264,1.953613947368421,1.953613947368421,26285605.263157893,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.3,0.133
106342.0,,1.9033015238095239,1.9231429047619049,1.8606030952380952,1.8895555238095239,1.8895555238095239,12586357.142857144,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.3,0.128
106342.0,,2.094952380952381,2.145523761904762,2.061809476190476,2.11552380952381,2.11552380952381,16972071.42857143,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,59.1,0.127
106342.0,,2.27300005,2.3108332999999996,2.2471333000000002,2.2783666499999997,2.2783666499999997,16285725.0,0.847304604,0.0,25.8,18.36,29.62,21.33,7.6,44.13,,,,58.8,0.127
194204.0,5361.090748,2.3441269047619047,2.3770793333333335,2.3075872380952385,2.3459046190476194,2.3459046190476194,20331857.14285714,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,58.9,0.129
194204.0,,2.501894736842105,2.5433684210526315,2.455087631578947,2.4910875789473685,2.4910875789473685,34938947.368421055,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,58.9,0.129
194204.0,,2.46696655,2.5087333000000003,2.4356333,2.46953345,2.46953345,22241250.0,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,58.7,0.128
194204.0,,3.062030272727273,3.1600909090909095,3.002636318181818,3.082363727272728,3.082363727272728,55600977.27272727,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.1,0.128
194204.0,,5.4345454090909096,5.673363681818182,5.17493940909091,5.4266060000000005,5.4266060000000005,225832431.8181818,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.4,0.131
194204.0,,6.68223325,6.8550667,6.516999950000001,6.698700049999999,6.698700049999999,134336025.0,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.4,0.137
194204.0,,8.189091,8.395303090909092,7.970454545454545,8.210333363636364,8.210333363636364,156496500.0,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.5,0.137
194204.0,,9.994242454545455,10.21930290909091,9.793090863636364,10.027121227272728,10.027121227272728,176772681.8181818,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.4,0.137
194204.0,,11.5328,11.74923325,11.3521667,11.59816655,11.59816655,128407950.0,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.2,0.137
194204.0,,11.737507347826087,11.962376869565219,11.35295647826087,11.645826173913042,11.645826173913042,168557478.26086956,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.3,0.132
194204.0,,9.21996665,9.4202666,8.8977667,9.1504333,9.1504333,231291375.0,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.4,0.13
194204.0,,9.641587285714285,9.868095333333335,9.47247619047619,9.653999952380953,9.653999952380953,141169928.57142857,0.859716198,0.0,25.05,16.84,29.68,21.01,7.73,45.0,,,,59.4,0.131
237764.0,5417.285716,10.849492047619048,11.161492095238096,10.626412761904762,10.936793619047618,10.936793619047618,131380214.28571428,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.9,0.134
237764.0,,13.749333421052631,14.084947368421052,13.432596368421054,13.734877105263159,13.734877105263159,178384815.78947368,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.134
237764.0,,15.721587428571427,15.937365238095238,15.284031666666667,15.543111047619046,15.543111047619046,119061142.85714285,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.135
237764.0,,13.882761904761905,14.220857142857142,13.46314280952381,13.885841285714285,13.885841285714285,118005571.42857143,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.131
237764.0,,13.26,13.559047714285715,13.049746047619047,13.311619142857142,13.311619142857142,96292928.57142857,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.136
237764.0,,14.558285666666666,14.87269857142857,14.385428571428571,14.64390476190476,14.64390476190476,88116214.28571428,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.143
237764.0,,14.932515181818182,15.16387890909091,14.67818181818182,14.883060681818181,14.883060681818181,73604113.63636364,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.143
237764.0,,16.96117457142857,17.227333142857145,16.802793904761906,17.03917433333333,17.03917433333333,82033714.28571428,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.143
237764.0,,17.736856666666668,17.963174904761907,17.39739661904762,17.660730095238097,17.660730095238097,94891642.85714285,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.141
237764.0,,16.002232,16.234521826086958,15.660463695652172,15.958782739130436,15.958782739130436,99164673.91304348,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.136
237764.0,,16.433438842105264,16.666771631578946,16.190736736842105,16.438877263157895,16.438877263157895,85043526.31578948,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.134
237764.0,,14.589363681818183,14.822484863636364,14.3418485,14.57742418181818,14.57742418181818,86554227.27272727,0.873662712,0.0,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.135
228046.0,5267.385812,13.52683335,13.7534666,13.28846655,13.550366550000001,13.550366550000001,67653825.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.138
228046.0,,13.976877210526316,14.242491210526316,13.786877105263159,14.044877263157895,14.044877263157895,84250657.89473684,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.138
228046.0,,13.030545454545456,13.198363545454544,12.796424227272729,12.98121209090909,12.98121209090909,83856886.36363636,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.6,0.136
228046.0,,14.052952380952382,14.29923819047619,13.918920666666665,14.10742857142857,14.10742857142857,70675071.42857143,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.6,0.137
228046.0,,16.083066600000002,16.32736665,15.885733250000001,16.14803315,16.14803315,66845850.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.137
228046.0,,17.065424590909092,17.280363636363635,16.93012122727273,17.1334545,17.1334545,44640750.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.3,0.143
228046.0,,17.786999727272725,18.006303136363638,17.509697090909093,17.773303000000002,17.773303000000002,54587045.45454545,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.4,0.142
228046.0,,16.252222333333332,16.627333476190476,15.915745999999999,16.303364857142856,16.303364857142856,82331500.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.2,0.142
228046.0,,16.889777714285714,17.10809533333333,16.598793666666666,16.86041242857143,16.86041242857143,57348642.85714286,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.141
228046.0,,14.874091,15.084878818181819,14.52160609090909,14.798848590909092,14.798848590909092,68735454.54545455,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.136
228046.0,,14.70940005,14.9339,14.47269995,14.725466700000002,14.725466700000002,58866300.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.134
228046.0,,15.340030363636362,15.57472740909091,15.121939363636363,15.344787954545454,15.344787954545454,40803750.0,0.874699113,0.0,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.0,0.133
319232.0,5179.779041,13.79743852631579,13.941263157894738,13.352491263157896,13.637473736842106,13.637473736842106,62563578.94736842,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.7,0.134
319232.0,,11.3208333,11.69159995,10.92076655,11.31133315,11.31133315,100279350.0,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.6,0.134
319232.0,,14.333363681818183,14.663787818181818,14.084727318181818,14.409818181818183,14.409818181818183,70174090.9090909,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.6,0.134
319232.0,,16.742793619047617,17.05847623809524,16.41628561904762,16.730603428571428,16.730603428571428,96790928.57142857,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.5,0.134
319232.0,,14.53469838095238,14.729523809523808,14.238539666666668,14.442254047619047,14.442254047619047,73791071.42857143,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.5,0.133
319232.0,,14.315999909090909,14.55975759090909,14.104060590909091,14.322606136363635,14.322606136363635,82958727.27272727,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.5,0.138
319232.0,,14.763400050000001,15.042099949999999,14.6356,14.8919333,14.8919333,55547925.0,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.4,0.139
319232.0,,14.99492752173913,15.110608652173912,14.80194195652174,14.915623173913042,14.915623173913042,40624630.43478261,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.4,0.139
319232.0,,13.534285761904764,13.692190523809524,13.333079428571429,13.483746,13.483746,50451357.14285714,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,57.1,0.139
319232.0,,13.532190476190475,13.659206285714287,13.300190476190478,13.445555523809524,13.445555523809524,65809142.85714286,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,56.9,0.134
319232.0,,12.636126952380954,12.836539761904763,12.406888857142857,12.610508047619048,12.610508047619048,70632857.14285715,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,56.9,0.131
319232.0,,13.304507904761905,13.531809523809525,13.17095238095238,13.370190428571428,13.370190428571428,62852428.571428575,0.88573417,0.0,11.47,6.1,13.27,12.6,6.0,42.35,,,,56.9,0.133
391162.0,5143.668483,15.86240005,16.08996685,15.680466599999999,15.954700149999999,15.954700149999999,75509700.0,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.4,0.134
391162.0,,17.52221057894737,17.794877105263158,17.32785957894737,17.580736789473683,17.580736789473683,94373684.21052632,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.3,0.135
391162.0,,17.18388382608696,17.409883913043476,17.010318913043477,17.210435,17.210435,69805630.43478261,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.3,0.134
391162.0,,20.246526421052632,20.527333315789473,20.021438578947368,20.317228157894736,20.317228157894736,92329421.05263157,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.6,0.135
391162.0,,21.05251509090909,21.363939363636362,20.766515227272727,21.101606181818184,21.101606181818184,100940659.0909091,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.5,0.137
391162.0,,24.452151409090906,24.729090999999997,23.99248477272727,24.386909181818183,24.386909181818183,126784840.9090909,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.4,0.142
391162.0,,22.07473375,22.35723335,21.53026665,21.920333149999998,21.920333149999998,136230000.0,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.6,0.143
391162.0,,23.357536173913044,23.663681217391307,23.06060852173913,23.391681043478258,23.391681043478258,89309739.13043478,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.4,0.142
391162.0,,23.9441666,24.23143315,23.56066685,23.85713315,23.85713315,83634525.0,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.0,0.142
391162.0,,22.970454772727273,23.266242363636362,22.675212000000002,22.97887868181818,22.97887868181818,83888659.0909091,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.0,0.137
391162.0,,20.704381285714287,20.96923795238095,20.33006357142857,20.67946,20.67946,106294857.14285715,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.0,0.136
391162.0,,21.51469995,21.80476675,21.2457669,21.52273305,21.52273305,82413525.0,0.904601282,0.0,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.0,0.136
722630.0,5295.585047,22.459206285714284,22.856095142857143,22.17911123809524,22.57222238095238,22.57222238095238,88765357.14285715,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.1,0.135
722630.0,,22.421123157894737,22.844807,22.010842315789475,22.38515794736842,22.38515794736842,86202631.57894737,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.3,0.135
722630.0,,21.161872857142857,21.54853961904762,20.644254047619047,21.06555542857143,21.06555542857143,112334642.85714285,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.3,0.135
722630.0,,19.231492,19.704730285714284,18.84393657142857,19.318190333333334,19.318190333333334,135936285.7142857,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.4,0.134
722630.0,,19.279939136363637,19.641636409090907,19.014272545454546,19.323485045454547,19.323485045454547,106075977.27272727,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.2,0.136
722630.0,,22.330920523809525,22.844158904761905,21.913745857142857,22.373364952380953,22.373364952380953,152446500.0,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.2,0.139
722630.0,,20.90863523809524,21.214317523809523,20.358285666666667,20.798317095238094,20.798317095238094,123091571.42857143,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.9,0.139
722630.0,,22.00301456521739,22.514289913043477,21.54637708695652,22.080956608695654,22.080956608695654,180887086.95652175,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.5,0.139
722630.0,,19.262771684210527,19.72585994736842,18.886667,19.34319289473684,19.34319289473684,154796368.42105263,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.9,0.138
722630.0,,19.095275304347826,19.542753652173914,18.45092743478261,18.99953643478261,18.99953643478261,186756978.26086956,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.136
722630.0,,22.852286142857142,23.32107961904762,22.508222238095236,22.96634923809524,22.96634923809524,95013642.85714285,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.134
722630.0,,23.067929736842103,23.52291242105263,22.414315789473687,22.940631421052633,22.940631421052633,115619368.42105263,0.926696922,0.0,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.135
653288.0,5159.726035,21.980204999999998,22.474409923076923,21.546614923076923,22.070205,22.070205,116456653.84615384,0.943490617,0.0,15.74,9.78,22.39,14.3,6.98,41.2,,,,55.1,0.135
